,Initials,Country  ,Context,Example,Stock decline,Sp. distributional shifts,Ocean acidification,Extreme climatic events,Uncertainty (ecological),Market changes,Regulation change,Consolidation,Globalization,Uncertainty (social),Community,Implemented,Anticipatory,Responsive,Both,Internat.,Nat. govt.,Region. govt.,Local govt.,NGO,Uni.,Community assoc.,Business coop.,Business,Individual,,Reduce stressor,Reduce sensitivity,Cope,No change,Take advantage,Source,Notes,Confidence,,,,,
1839,HW,AUS,CC,Adaptation programs,1,,,,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven declines in other assiciated target species (resulting in increaseing tergeting of snapper); Restrict trnasfer of effort to snapper,5,,,,
1840,HW,AUS,CC,Restoration,2,,,1,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to weather patterns; Stocking of nursery areas,5,,,,
1841,HW,AUS,CC,Enforcement,2,,,1,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to weather patterns; reduce fishing effort on snapper,5,,,,
1842,HW,AUS,CC,Adaptation programs,2,,,1,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the snapper fishery in SE Australia in response to possible CC driven alterations to weather patterns; shift fishing effort across species,5,,,,
1843,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven chenges in productivity (increase or decrease); Change/reduce TACC,5,,,,
1844,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven chenges in productivity (increase or decrease); Adjust size limits,5,,,,
1845,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven chenges in productivity (increase or decrease); seasonal/spatial closures,5,,,,
1846,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven chenges in productivity (increase or decrease); Alter sector allocations (ie. Reduce recreational share of resource),5,,,,
1847,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven chenges in productivity (increase or decrease); Translocations,5,,,,
1848,HW,AUS,CC,Restoration,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven chenges in productivity (increase or decrease); Stock enhancement,5,,,,
1849,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven biological changes (distribution, timing and syncrony of moulting); Finer spatial scale management",5,,,,
1850,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven biological changes (distribution, timing and syncrony of moulting); seasonal/spatial closures",5,,,,
1851,HW,AUS,CC,Adaptation programs,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven biological changes (distribution, timing and syncrony of moulting); Processor setting limits",5,,,,
1852,HW,AUS,CC,Investment in new gear or innovations,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""","Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven biological changes (distribution, timing and syncrony of moulting); Develop holding technology (land based)",5,,,,
1853,HW,AUS,CC,Research,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven alterations to ecosystems; Update estimates of natural mortality in fishery models,5,,,,
1854,HW,AUS,CC,Investments to improve value chain,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven alterations to ecosystems; Incease the take of octopus (by bycatch/dedicated tageting),5,,,,
1855,HW,AUS,CC,Market diversification,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven alterations to ecosystems; Retain discarded species,5,,,,
1856,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven alterations to ecosystems; Spatial and temporal closures,5,,,,
1857,HW,AUS,CC,Investment in new gear or innovations,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven alterations to ecosystems; Gear technology investment,5,,,,
1858,HW,AUS,CC,Review program/regulations,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven increased disease expression; emplace early detection and monitoring,5,,,,
1859,HW,AUS,CC,Enforcement,2,,,,1,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven increased disease expression; Spatial and temporal closures to fishery,5,,,,
1860,HW,AUS,CC,Review program/regulations,,,,1,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven alterations to weatehr patterns; allow multiple licences on boats,5,,,,
1861,HW,AUS,CC,Enforcement,,,,1,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven alterations to weatehr patterns; Increase pot limits,5,,,,
1862,HW,AUS,CC,Investment in new gear or innovations,,,,1,,,,,,,N,N,x,,,,,,x,,,,,,,,,,x,,,,"Pecl et. al. 2014 ""Preparing fisheries for climate change - identifying adaptation options for four key fisheries in SE Australia""",Suggestion of adaptation option for the southern rock lobster fishery in SE Australia in response to possible CC driven alterations to weatehr patterns; Increase vessel size,5,,,,
1863,HW,AUS,CC,Research,5,2,3,4,1,,,,,,N,Y,x,,,,,x,,,,,,,,,,,x,,,,Plaganyi et. al. 2011,A review of potential analytical tools (and management implications) for modelling processes around climate change impacts in Australian (and Pacific) waters,5,,,,
1864,HW,AUS,CC,Research,2,3,,1,,,,,,,N,Y,,x,,,,x,x,,,,,,,,,,x,,,,Pearce and Feng 2013,"A paper describing an event where record high ocean temperatures were experineced along the coast of Western Australia in 2010/2011. Oceanic processes that led to the event are described and the event itself is described (temperatures experinced at locations etc). Additionally, some summaries of the biological consequences of the event are described (mortality events and temporary distributional shifts of fishery species). The work was funded in part by the CSIRO Wealth from Oceans Flagship and the Fisheries Research anf DEvelpopment Corporation.",5,,,,
1865,HW,AUS,CC,Research,4,2,,3,1,,,,,,N,Y,,x,,,,x,x,,,,,,,,,,x,,,,Hobday et. al. 2016,"Research is presented where seasonal forcasting to aid management/fishing decisions is described. Forcasts are based on dynamic ocean models which offer improved performance over statistical models, particularily in light of baseline shifts in environments as a result of CC. 4 case studies are presented of applied examples in Australian wild caught fisheries and aquaculture",5,,,,
1866,HW,AUS,CC,Research,,1,,,,,,,,,N,Y,x,,,,,x,,,,,,,,,,,x,,,,Hobday et. al. 2016,A case study is described where seasonal forecasting using dynamic climate models is developed to aid decisions in the longline fishery off the coast of east Australia (Southern bluefin tuna fishery)- ,5,,,,
1867,HW,AUS,CC,Research,,1,,,,,,,,,N,Y,x,,,,,x,,,,,,,,,,,x,,,,Hobday et. al. 2016,A case study is described where seasonal forecasting using dynamic climate models is developed to aid decisions in the Southern bluefin tuna fishery off Southern Australia.,5,,,,
1868,HW,AUS,CC,Research,,,,1,,,,,,,N,Y,x,,,,,x,,,,,,,,,,,x,,,,Hobday et. al. 2016,"A case study is described where seasonal forecasting using dynamic climate models is developed to aid decisions in the prawn pond aquaculture industry in Queensland, Australia.",5,,,,
1869,HW,AUS,CC,Enforcement,,,,,1,,,,,,N,N,x,,,,,x,,,,,,,,,,,x,,,,Hobday et. al. 2016,A suggestion of spatial zoning enforcement to regulate access (minimise non-quota catch) to southern bluefin tuna by the east Australian longline fishery in response to improved seasonal habitat forcasting as described in the paper.,5,,,,
1870,HW,AUS,CC,Investment in new gear or innovations,,,,,1,,,,,,N,N,x,,,,,,,,,,,,x,x,,,x,,,,Hobday et. al. 2016,Suggestion of better planning of where and when for fishers to operate using imporved seasonal habitat forcasting (as detailed in this paper) to improve economic efficiency of the fishery. (fishery is the southern bluefin tuna in south-eastern Australia),5,,,,
1871,HW,AUS,CC,Investment in new gear or innovations,,,,,1,,,,,,N,N,x,,,,,,,,,,,,x,x,,,x,,,,Hobday et. al. 2016,"Suggestion that the timing of stocking and harvesting, and ordering of supplies could be improved with improved seasonal environmental forcasting in the prawn pond aqualculture industry in Queensland, Australia.",5,,,,
1872,HW,AUS,CC,Investment in new gear or innovations,,,,,1,,,,,,N,N,x,,,,,,,,,,,,x,x,,,x,,,,Hobday et. al. 2016,"Suggestion that diet fed to prawns be improved with improved seasonal environmental forcasting in the prawn pond aqualculture industry in Queensland, Australia.",5,,,,
1873,HW,AUS,CC,Investment in new gear or innovations,,,,,1,,,,,,N,N,x,,,,,,,,,,,,x,x,,,x,,,,Hobday et. al. 2016,"Suggestion that freshwater bathing procedures could be changed in response to improved seasonal environmental forcasting in the salmon aquaculture industury in Tasmania, Australia.",5,,,,
